,Slice,R1,R2,R3,P,R,Y,SEuc,MEuc
0,1,-2.7495273705744,-0.125233480090568,0.009801016019614,-157.704531652444,-0.596824115252826,5.09811880153902,26.5890114794409,4.43150191324015
0,2,2.34928057071229,-0.417529054487029,0.13234649682736,137.923681581176,-12.3296625423325,-15.3974952518226,38.0381874185485,6.33969790309142
0,3,-2.88058825695677,-0.163378220642881,-0.014625073742027,-165.366225944744,-1.39315807353868,6.31343605813843,28.1273775326252,4.68789625543754
0,4,-2.9746828820359,-0.090913270920187,0.07355555398176,-170.479383858604,2.52411975431245,3.71132563453828,31.044562639019,5.17409377316984
0,5,-3.00185593710351,0.038433015594696,0.072613197458644,-172.086790930565,2.85905125004134,-1.26925598767926,26.6039219848936,4.43398699748226
0,6,-2.98524209218959,-0.001752158483717,0.081825143582805,-171.094282372555,3.11605204932708,0.309976956756808,26.9668462242962,4.49447437071604
0,7,-3.03943814972263,0.024283026483973,0.078369537394382,-174.22827968416,2.99249183765484,-0.764601578536245,28.7943550947728,4.79905918246213
0,8,-3.00089465288359,0.055422267310352,0.04950048399927,-172.023807109348,2.02765122991554,-1.97472441097602,24.4236069713876,4.07060116189793
0,9,3.06753255651852,-0.043417170652417,-0.150166348307565,175.891414828786,5.54017572067763,-1.82067338092977,32.0060811731038,5.33434686218396
0,10,3.11665847957807,-0.014155368638401,-0.16493099955113,178.790527237635,6.05230575766466,-0.58439486025479,32.0872476379704,5.34787460632841
0,11,3.13333403936685,-0.057434772868951,-0.122295358595258,179.610915026852,4.46312644551513,-2.11541771878957,28.0540951676679,4.67568252794465
0,12,-3.04211298978284,0.107269581787929,0.073353261642526,-174.554503748033,2.94782008471148,-3.89878160599148,24.702123976578,4.11702066276301
0,13,-3.03606809607984,0.107224746788223,0.06806627733776,-174.195208736394,2.76647066959316,-3.90505958411604,23.8419799974795,3.97366333291325
0,14,-3.06581694918623,0.093492279042801,0.09989292498056,-175.941951788854,3.8510963148976,-3.35690629403892,27.422117393996,4.57035289899933
0,15,-3.01587411961708,0.154221243629719,0.016382152740862,-173.065289917934,0.973884434966335,-5.7957016437037,20.4737259288464,3.41228765480773
0,16,-2.98577578352551,0.217051429854171,0.078691101463966,-171.811377087387,3.59620075368745,-8.05811928043098,21.4568528157829,3.57614213596381
0,17,-2.95022067927171,0.114892493055145,0.158480860938612,-169.603432531299,6.49968160651915,-3.86841396345649,21.214299546445,3.53571659107417
0,18,-2.94296120334861,0.202284909481381,0.123140040387706,-169.481439741279,5.46771947388987,-7.36041501971746,22.6815613957857,3.78026023263095
0,19,-3.0147179123342,0.175264169363866,0.213997208292065,-173.887307915564,8.44860538680394,-6.20250354156763,23.7047272312277,3.95078787187128
0,20,-2.94040195424738,0.236066992990125,0.125437845563911,-169.553149662752,5.67545030756597,-8.66090240242619,24.669267735376,4.11154462256267
0,21,-2.89530630512667,0.349563241166799,0.03866672318914,-167.370319375593,3.02262996711705,-13.4339371288443,18.2428613769225,3.04047689615374
0,22,-2.97742244756831,0.328019431495642,0.122216592409963,-172.302838651574,5.52178387689535,-12.2019768793682,21.8929880366008,3.64883133943347
0,23,-2.92155374037333,0.362157717790953,0.062474310167373,-169.079069199024,3.77101650077344,-13.7721393810926,18.1366999768137,3.02278332946896
0,24,-2.84568890179505,0.310724532059688,0.147962051531832,-164.871891440408,7.47057599870912,-11.4696284055433,20.7116228522799,3.45193714204665
0,25,-2.93683726113263,0.360610229649516,0.15267031928902,-170.499167562998,7.0641657024818,-13.4126813910154,19.9809431053458,3.3301571842243
0,26,-2.90665750774987,0.402088428526361,0.139351975825786,-169.109670919196,6.92800308757134,-15.0906967929398,20.1210649272773,3.35351082121288
0,27,-2.86144534792375,0.353582241467573,0.185720538029554,-166.424623694677,8.96750394561585,-13.0188917881497,22.6532021235635,3.77553368726059
0,28,-2.83638569418655,0.347118587548312,0.212178089248627,-165.145844009288,10.1863867106605,-12.6230699192255,23.5570867628381,3.92618112713969
0,29,-2.81107075228383,0.370151646764146,0.189241778165399,-163.783617826361,9.6311754304145,-13.6273930531161,20.8023369941688,3.4670561656948
0,30,-2.77879462898462,0.341727689657213,0.221894120833546,-161.906377540569,11.0596375333604,-12.255431893759,23.4282990289879,3.90471650483132
0,31,-2.81699365946328,0.341442799382595,0.23630735069102,-164.179903568121,11.2707243844745,-12.2510864015309,22.5378032504555,3.75630054174258
0,32,-2.75940381415246,0.38612183464456,0.201155691161939,-161.144753540092,10.6688594207475,-14.1547934085588,21.9507674633609,3.65846124389349
0,33,-2.75824631705089,0.361467912601257,0.246618288947795,-161.163743958344,12.3229061100672,-12.8803723871936,26.5649013346245,4.42748355577074
0,34,-2.71653209643605,0.541120300269254,0.08099456243452,-159.714540797544,7.24243625511952,-21.2338607215539,25.3049712019049,4.21749520031748
0,35,-2.75113827884699,0.454615164941071,0.171802796610679,-161.269791320066,9.95997509806584,-17.1195674210464,26.0450871666429,4.34084786110716
0,36,-3.0197178113951,0.100793728560432,-0.085983487871367,-173.071341162003,-3.01973167085284,-4.00632769470122,21.8935505624851,3.64892509374751
0,37,-2.90953076235571,-0.053600368972167,0.232448975606614,-166.981492877981,8.78440061784861,3.11504149139407,23.6076521905214,3.93460869842023
0,38,-2.91668253662989,0.021219507123277,0.222568116064476,-167.558778882735,8.7146963014124,0.118040506032404,21.2525355016643,3.54208925027739
0,39,-2.91864016379934,0.170151408236044,0.077083541700303,-167.745522403306,3.69896283039096,-6.27570625192082,17.5799238850562,2.92998731417603
0,40,-2.97739712466868,0.084280342550954,0.202567602768131,-171.214141855831,7.98430725686918,-2.62848864947729,22.9049568339546,3.8174928056591
0,41,-3.01555839873361,0.195074867432281,0.192823725301468,-173.935626786641,7.68517286880806,-6.99485076762998,22.6722024877879,3.77870041463132
0,42,-3.03985865901887,0.137384095904414,0.272665883900994,-175.457515718363,10.4369115527994,-4.7602670834548,23.6493389589333,3.94155649315556
0,43,-3.0447371584654,0.227856817451294,0.275903047067904,-176.386316576265,10.611129035811,-8.22395541395877,21.9243655991488,3.65406093319147
0,44,-2.98410827598178,0.195003791377975,0.28174981293899,-172.712886142465,11.2105247822798,-6.7614917249178,22.999810815848,3.83330180264133
0,45,-2.92359857135725,0.20834394297244,0.266986250948427,-169.245260048338,11.0935369753117,-7.10486584997389,25.6191374003684,4.26985623339473
0,46,-2.86866698902594,0.217478007514361,0.24599370666548,-166.030912164963,10.690668515076,-7.3572970171189,22.401389492413,3.73356491540216
0,47,-2.81117837877983,0.182221284173591,0.25755319810785,-162.532067500235,11.3257362473194,-5.67197052399607,26.7659044502408,4.46098407504013
0,48,-2.80155674629329,0.220802103043659,0.218152649325346,-162.04240555437,10.0629132915298,-7.41880827827646,23.4577452059848,3.90962420099746
0,49,-2.84572022626191,0.201159067652254,0.292312983260186,-164.897246710464,12.5619695671781,-6.4149687636402,27.7454947143024,4.6242491190504
0,50,-2.83741123264528,0.246715630668971,0.260713246338236,-164.592329787951,11.6119284096207,-8.36276385409537,24.6317954326659,4.10529923877766
0,51,-2.82720297937991,0.320335118711683,0.194781518657688,-164.227593200359,9.47803885305453,-11.6128093278163,22.2507052654948,3.70845087758246
0,52,-2.87667026528633,0.350975624444227,0.228701555746224,-167.593518773594,10.4648977082368,-12.7716949353773,19.3668461489081,3.22780769148468
0,53,-2.87067798823636,0.379294515587368,0.234722913812231,-167.612930617333,10.8384745385163,-13.8737857256708,18.2580443952461,3.04300739920769
0,54,-2.83781192243929,0.330903258375359,0.269661979341648,-165.521392956075,12.3213234903827,-11.7307922140937,18.8229005415078,3.13715009025131
0,55,-2.83030271073068,0.329541961273258,0.266496848600573,-165.053779128223,12.2630356138542,-11.6678188751038,21.506349757045,3.58439162617417
0,56,-2.83647012515567,0.392088604880343,0.267751313724794,-166.132757477505,12.4870724720815,-14.2158904935694,18.5978598414738,3.09964330691229
