ID,Initials,Treatment,Slice,Eye.Temp,Eye.Quality,Bill.Temp,Bill.Quality,Xmin,Xmax,Xmean,Ymin,Ymax,Ymean,Blood.Sample,Handling
TZ11,JKR,Handled,1,36.538,Good,36.798,Good,202,297,249.5,178,263,220.5,0,0
TZ11,JKR,Handled,2,36.48,Good,36.902,Good,211,306,258.5,171,256,213.5,0,0
TZ11,JKR,Handled,3,36.387,Good,37.094,Good,211,306,258.5,171,256,213.5,0,0
TZ11,JKR,Handled,4,36.397,Good,36.985,Good,196,291,243.5,173,258,215.5,0,0
TZ11,JKR,Handled,5,36.193,Good,36.491,Good,196,291,243.5,173,258,215.5,0,0
TZ11,JKR,Handled,6,36.162,Good,36.626,Good,196,291,243.5,173,258,215.5,0,0
TZ11,JKR,Handled,7,35.952,Good,36.611,Good,196,291,243.5,173,258,215.5,0,0
TZ11,JKR,Handled,8,35.847,Good,36.803,Good,196,291,243.5,173,258,215.5,0,0
TZ11,JKR,Handled,9,35.711,Good,36.225,Good,193,288,240.5,182,267,224.5,0,0
TZ11,JKR,Handled,10,35.926,Good,36.475,Good,193,288,240.5,182,267,224.5,0,0
TZ11,JKR,Handled,11,35.79,Good,36.553,Good,193,288,240.5,182,267,224.5,0,0
TZ11,JKR,Handled,12,35.706,Good,36.486,Good,193,288,240.5,182,267,224.5,0,0
TZ11,JKR,Handled,13,35.695,Good,36.501,Good,193,288,240.5,182,267,224.5,0,0
TZ11,JKR,Handled,14,35.653,Good,36.02,Good,193,288,240.5,182,267,224.5,0,0
TZ11,JKR,Handled,15,35.559,Good,36.094,Good,193,288,240.5,182,267,224.5,0,0
TZ11,JKR,Handled,16,35.658,Good,36.172,Good,193,288,240.5,182,267,224.5,0,0
TZ11,JKR,Handled,17,35.585,Poor Eye,35.994,Good,189,284,236.5,190,275,232.5,0,0
TZ11,JKR,Handled,18,35.548,Good,35.643,Good,189,284,236.5,190,275,232.5,0,0
TZ11,JKR,Handled,19,35.548,Good,35.595,Good,189,284,236.5,190,275,232.5,0,0
TZ11,JKR,Handled,20,35.616,Good,35.527,Good,189,284,236.5,190,275,232.5,0,0
TZ11,JKR,Handled,21,35.559,Good,35.511,Good,189,284,236.5,190,275,232.5,0,0
TZ11,JKR,Handled,22,35.548,Good,35.443,Good,190,285,237.5,203,288,245.5,0,0
TZ11,JKR,Handled,23,35.58,Good,35.248,Poor Beak,190,285,237.5,203,288,245.5,0,0
TZ11,JKR,Handled,24,35.537,Good,35.306,Poor Beak,190,285,237.5,203,288,245.5,0,0
TZ11,JKR,Handled,25,35.522,Good,35.39,Good,190,285,237.5,203,288,245.5,0,0
TZ11,JKR,Handled,26,35.616,Good,35.622,Good,190,285,237.5,203,288,245.5,0,0
TZ11,JKR,Handled,27,35.532,Good,36.397,Good,190,285,237.5,203,288,245.5,0,0
TZ11,JKR,Handled,28,35.532,Good,36.871,Good,190,285,237.5,203,288,245.5,0,0
TZ11,JKR,Handled,29,35.537,Good,36.595,Good,190,285,237.5,203,288,245.5,0,0
TZ11,JKR,Handled,30,35.427,Good,36.616,Good,190,285,237.5,203,288,245.5,0,0
TZ11,JKR,Handled,31,35.469,Good,37.115,Good,190,285,237.5,203,288,245.5,0,0
TZ11,JKR,Handled,32,35.537,Good,37.348,Good,190,285,237.5,203,288,245.5,0,0
TZ11,JKR,Handled,33,35.585,Good,36.902,Good,176,271,223.5,210,295,252.5,0,0
TZ11,JKR,Handled,34,35.58,Good,37.151,Good,176,271,223.5,210,295,252.5,0,0
TZ11,JKR,Handled,35,0,0,37.425,Good,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,36,35.842,Good,36.985,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,37,35.774,Poor Eye,36.59,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,38,35.664,Poor Eye,36.741,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,39,35.595,Good,36.543,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,40,35.774,Good,36.475,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,41,35.7,Good,35.984,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,42,35.679,Good,36.031,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,43,35.658,Good,36.062,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,44,35.674,Good,35.937,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,45,35.574,Good,36.02,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,46,35.569,Good,36.256,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,47,35.679,Good,36.245,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,48,35.511,Good,35.863,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,49,35.537,Good,36.11,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,50,35.485,Good,36.366,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,51,35.48,Good,36.036,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,52,35.501,Good,36.272,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,53,35.39,Good,36.418,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,54,35.443,Good,36.684,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,55,35.527,Good,36.251,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,56,35.348,Good,36.574,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,57,35.285,Good,36.871,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,58,35.48,Good,36.652,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,59,35.49,Good,36.86,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,60,35.553,Good,37.161,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,61,35.69,Good,37.239,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,62,35.695,Good,36.819,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,63,35.842,Good,37.084,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,64,35.9,Good,37.322,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,65,36.031,Good,37.068,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,66,36.188,Good,36.996,Good,204,299,251.5,207,292,249.5,0,0
TZ11,JKR,Handled,67,36.23,Good,37.156,Good,204,299,251.5,215,300,257.5,0,0
TZ11,JKR,Handled,68,36.48,Good,37.384,Good,204,299,251.5,215,300,257.5,0,0
TZ11,JKR,Handled,69,36.48,Good,36.798,Good,204,299,251.5,215,300,257.5,0,0
TZ11,JKR,Handled,70,36.496,Good,36.715,Good,204,299,251.5,215,300,257.5,0,0
TZ11,JKR,Handled,71,36.553,Good,37.11,Good,204,299,251.5,215,300,257.5,0,0
TZ11,JKR,Handled,72,36.548,Good,37.141,Good,192,287,239.5,222,307,264.5,0,0
TZ11,JKR,Handled,73,36.543,Good,37.099,Good,192,287,239.5,222,307,264.5,0,0
TZ11,JKR,Handled,74,36.512,Good,36.912,Good,192,287,239.5,222,307,264.5,0,0
TZ11,JKR,Handled,75,34.528,Poor Eye,0,0,192,287,239.5,222,307,264.5,0,0
TZ11,JKR,Handled,76,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,77,36.34,Good,36.938,Good,192,287,239.5,222,307,264.5,0,0
TZ11,JKR,Handled,78,0,0,36.803,Good,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,79,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,80,36.193,Good,36.6,Good,192,287,239.5,222,307,264.5,0,0
TZ11,JKR,Handled,81,36.089,Good,36.912,Good,192,287,239.5,222,307,264.5,0,0
TZ11,JKR,Handled,82,36.172,Good,36.949,Good,192,287,239.5,222,307,264.5,0,0
TZ11,JKR,Handled,83,36.052,Good,36.407,Good,176,271,223.5,227,312,269.5,0,0
TZ11,JKR,Handled,84,35.973,Good,36.553,Good,176,271,223.5,227,312,269.5,0,0
TZ11,JKR,Handled,85,36.104,Good,36.637,Good,176,271,223.5,227,312,269.5,0,0
TZ11,JKR,Handled,86,36.136,Good,36.658,Good,176,271,223.5,227,312,269.5,0,0
TZ11,JKR,Handled,87,36.136,Good,36.204,Good,176,271,223.5,227,312,269.5,0,0
TZ11,JKR,Handled,88,36.099,Good,36.047,Poor Beak,176,271,223.5,227,312,269.5,0,0
TZ11,JKR,Handled,89,36.099,Good,0,0,176,271,223.5,227,312,269.5,0,0
TZ11,JKR,Handled,90,0,0,35.947,Poor Beak,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,91,0,0,35.863,Poor Beak,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,92,0,0,35.8,Poor Beak,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,93,0,0,35.821,Poor Beak,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,94,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,95,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,96,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,97,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,98,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,99,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,100,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,101,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,102,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,103,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,104,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,105,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,106,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,107,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,108,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,109,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,110,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,111,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,112,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,113,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,114,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,115,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,116,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,117,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,118,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,119,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,120,35.674,Poor Eye,0,0,538,633,585.5,46,131,88.5,0,0
TZ11,JKR,Handled,121,35.832,Good,0,0,533,628,580.5,-26,59,16.5,0,0
TZ11,JKR,Handled,122,35.879,Good,0,0,518,613,565.5,24,109,66.5,0,0
TZ11,JKR,Handled,123,35.685,Good,34.246,Good,510,605,557.5,-4,81,38.5,0,0
TZ11,JKR,Handled,124,35.669,Good,0,0,509,604,556.5,-35,50,7.5,0,0
TZ11,JKR,Handled,125,35.916,Good,34.697,Good,486,581,533.5,10,95,52.5,0,0
TZ11,JKR,Handled,126,35.459,Good,34.559,Good,358,453,405.5,105,190,147.5,0,0
TZ11,JKR,Handled,127,35.437,Good,34.458,Good,263,358,310.5,160,245,202.5,0,0
TZ11,JKR,Handled,128,35.495,Good,34.618,Good,285,380,332.5,175,260,217.5,0,0
TZ11,JKR,Handled,129,35.337,Good,33.899,Good,271,366,318.5,210,295,252.5,0,0
TZ11,JKR,Handled,130,35.369,Good,33.974,Good,271,366,318.5,210,295,252.5,0,0
TZ11,JKR,Handled,131,35.595,Good,34.458,Good,295,390,342.5,238,323,280.5,0,0
TZ11,JKR,Handled,132,35.601,Good,34.485,Good,295,390,342.5,238,323,280.5,0,0
TZ11,JKR,Handled,133,35.648,Good,34.48,Good,296,391,343.5,255,340,297.5,0,0
TZ11,JKR,Handled,134,35.632,Good,34.453,Good,296,391,343.5,255,340,297.5,0,0
TZ11,JKR,Handled,135,0,0,32.64,Poor Beak,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,136,0,0,34.102,Good,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,137,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,138,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,139,35.427,Good,34.176,Good,268,363,315.5,233,318,275.5,0,0
TZ11,JKR,Handled,140,35.495,Good,34.267,Good,271,366,318.5,213,298,255.5,0,0
TZ11,JKR,Handled,141,35.606,Good,35.606,Good,285,380,332.5,217,302,259.5,0,0
TZ11,JKR,Handled,142,35.495,Good,34.203,Good,293,388,340.5,159,244,201.5,0,0
TZ11,JKR,Handled,143,35.706,Good,35.332,Good,293,388,340.5,159,244,201.5,0,0
TZ11,JKR,Handled,144,35.716,Good,34.421,Good,290,385,337.5,173,258,215.5,0,0
TZ11,JKR,Handled,145,35.511,Good,34.32,Good,290,385,337.5,173,258,215.5,0,0
TZ11,JKR,Handled,146,35.685,Good,34.416,Good,290,385,337.5,173,258,215.5,0,0
TZ11,JKR,Handled,147,35.753,Good,34.485,Good,290,385,337.5,173,258,215.5,0,0
TZ11,JKR,Handled,148,35.616,Good,34.464,Good,290,385,337.5,173,258,215.5,0,0
TZ11,JKR,Handled,149,35.669,Good,34.485,Good,290,385,337.5,173,258,215.5,0,0
TZ11,JKR,Handled,150,35.263,Good,34.118,Good,281,376,328.5,233,318,275.5,0,0
TZ11,JKR,Handled,151,35.58,Good,34.496,Good,281,376,328.5,233,318,275.5,0,0
TZ11,JKR,Handled,152,35.401,Good,34.059,Good,281,376,328.5,233,318,275.5,0,0
TZ11,JKR,Handled,153,35.522,Good,34.176,Good,281,376,328.5,233,318,275.5,0,0
TZ11,JKR,Handled,154,35.648,Good,34.352,Good,281,376,328.5,233,318,275.5,0,0
TZ11,JKR,Handled,155,35.748,Good,34.48,Good,281,376,328.5,233,318,275.5,0,0
TZ11,JKR,Handled,156,35.79,Good,34.549,Good,281,376,328.5,233,318,275.5,0,0
TZ11,JKR,Handled,157,35.664,Good,34.214,Good,251,346,298.5,260,345,302.5,0,0
TZ11,JKR,Handled,158,35.669,Good,34.315,Good,251,346,298.5,260,345,302.5,0,0
TZ11,JKR,Handled,159,35.627,Good,34.544,Good,251,346,298.5,260,345,302.5,0,0
TZ11,JKR,Handled,160,35.58,Good,34.352,Good,251,346,298.5,260,345,302.5,0,0
TZ11,JKR,Handled,161,35.574,Good,34.469,Good,251,346,298.5,260,345,302.5,0,0
TZ11,JKR,Handled,162,35.574,Good,34.613,Good,251,346,298.5,260,345,302.5,0,0
TZ11,JKR,Handled,163,35.627,Good,35.063,Good,269,364,316.5,290,375,332.5,0,0
TZ11,JKR,Handled,164,35.716,Good,35.005,Good,269,364,316.5,290,375,332.5,0,0
TZ11,JKR,Handled,165,35.674,Good,34.999,Good,269,364,316.5,290,375,332.5,0,0
TZ11,JKR,Handled,166,35.622,Good,35.205,Good,292,387,339.5,290,375,332.5,0,0
TZ11,JKR,Handled,167,35.721,Good,35.19,Good,292,387,339.5,290,375,332.5,0,0
TZ11,JKR,Handled,168,35.716,Good,35.232,Good,292,387,339.5,290,375,332.5,0,0
TZ11,JKR,Handled,169,35.437,Good,35.221,Good,268,363,315.5,256,341,298.5,0,0
TZ11,JKR,Handled,170,35.669,Good,35.279,Good,254,349,301.5,186,271,228.5,0,0
TZ11,JKR,Handled,171,35.758,Good,35.39,Good,254,349,301.5,186,271,228.5,0,0
TZ11,JKR,Handled,172,35.658,Good,35.29,Good,254,349,301.5,186,271,228.5,0,0
TZ11,JKR,Handled,173,35.69,Good,35.353,Good,261,356,308.5,198,283,240.5,0,0
TZ11,JKR,Handled,174,35.7,Good,35.343,Good,261,356,308.5,198,283,240.5,0,0
TZ11,JKR,Handled,175,35.658,Good,35.353,Good,261,356,308.5,198,283,240.5,0,0
TZ11,JKR,Handled,176,35.69,Good,35.311,Good,261,356,308.5,198,283,240.5,0,0
TZ11,JKR,Handled,177,35.637,Good,35.358,Good,261,356,308.5,198,283,240.5,0,0
TZ11,JKR,Handled,178,35.527,Good,35.079,Good,283,378,330.5,206,291,248.5,0,0
TZ11,JKR,Handled,179,35.48,Good,35.142,Good,283,378,330.5,206,291,248.5,0,0
TZ11,JKR,Handled,180,35.569,Good,35.221,Good,283,378,330.5,206,291,248.5,0,0
TZ11,JKR,Handled,181,33.835,Poor Eye,0,0,276,371,323.5,167,252,209.5,0,0
TZ11,JKR,Handled,182,0,0,0,0,0,0,0,0,0,0,0,0
TZ11,JKR,Handled,183,0,0,0,0,0,0,0,0,0,0,0,0
