,Slice,R1,R2,R3,P,R,Y,SEuc,MEuc
0,0,0.733565969167392,-1.24223566694363,-2.1117667407695,65.0227718419565,9.58826350590095,-133.867557443712,1.45854120213351E-10,1.6206013357039E-11
0,0,0.733565969167392,-1.24223566694363,-2.1117667407695,65.0227718419565,9.58826350590095,-133.867557443712,1.45854120213351E-10,1.6206013357039E-11
0,0,0.733565969167392,-1.24223566694363,-2.1117667407695,65.0227718419565,9.58826350590095,-133.867557443712,1.45854120213351E-10,1.6206013357039E-11
0,0,0.733565969167392,-1.24223566694363,-2.1117667407695,65.0227718419565,9.58826350590095,-133.867557443712,1.45854120213351E-10,1.6206013357039E-11
0,0,0.733565969167392,-1.24223566694363,-2.1117667407695,65.0227718419565,9.58826350590095,-133.867557443712,1.45854120213351E-10,1.6206013357039E-11
0,0,0.733565969167392,-1.24223566694363,-2.1117667407695,65.0227718419565,9.58826350590095,-133.867557443712,1.45854120213351E-10,1.6206013357039E-11
0,0,0.733565969167392,-1.24223566694363,-2.1117667407695,65.0227718419565,9.58826350590095,-133.867557443712,1.45854120213351E-10,1.6206013357039E-11
0,0,0.733565969167392,-1.24223566694363,-2.1117667407695,65.0227718419565,9.58826350590095,-133.867557443712,1.45854120213351E-10,1.6206013357039E-11
0,0,0.733565969167392,-1.24223566694363,-2.1117667407695,65.0227718419565,9.58826350590095,-133.867557443712,1.45854120213351E-10,1.6206013357039E-11
0,0,0.733565969167392,-1.24223566694363,-2.1117667407695,65.0227718419565,9.58826350590095,-133.867557443712,1.45854120213351E-10,1.6206013357039E-11
0,0,0.733565969167392,-1.24223566694363,-2.1117667407695,65.0227718419565,9.58826350590095,-133.867557443712,1.45854120213351E-10,1.6206013357039E-11
0,0,0.733565969167392,-1.24223566694363,-2.1117667407695,65.0227718419565,9.58826350590095,-133.867557443712,1.45854120213351E-10,1.6206013357039E-11
0,0,0.733565969167392,-1.24223566694363,-2.1117667407695,65.0227718419565,9.58826350590095,-133.867557443712,1.45854120213351E-10,1.6206013357039E-11
0,0,0.733565969167392,-1.24223566694363,-2.1117667407695,65.0227718419565,9.58826350590095,-133.867557443712,1.45854120213351E-10,1.6206013357039E-11
0,0,0.733565969167392,-1.24223566694363,-2.1117667407695,65.0227718419565,9.58826350590095,-133.867557443712,1.45854120213351E-10,1.6206013357039E-11
0,0,0.733565969167392,-1.24223566694363,-2.1117667407695,65.0227718419565,9.58826350590095,-133.867557443712,1.45854120213351E-10,1.6206013357039E-11
0,0,0.733565969167392,-1.24223566694363,-2.1117667407695,65.0227718419565,9.58826350590095,-133.867557443712,1.45854120213351E-10,1.6206013357039E-11
0,0,0.733565969167392,-1.24223566694363,-2.1117667407695,65.0227718419565,9.58826350590095,-133.867557443712,1.45854120213351E-10,1.6206013357039E-11
0,0,0.733565969167392,-1.24223566694363,-2.1117667407695,65.0227718419565,9.58826350590095,-133.867557443712,1.45854120213351E-10,1.6206013357039E-11
0,0,0.733565969167392,-1.24223566694363,-2.1117667407695,65.0227718419565,9.58826350590095,-133.867557443712,1.45854120213351E-10,1.6206013357039E-11
0,0,0.733565969167392,-1.24223566694363,-2.1117667407695,65.0227718419565,9.58826350590095,-133.867557443712,1.45854120213351E-10,1.6206013357039E-11
0,0,0.733565969167392,-1.24223566694363,-2.1117667407695,65.0227718419565,9.58826350590095,-133.867557443712,1.45854120213351E-10,1.6206013357039E-11
0,0,0.733565969167392,-1.24223566694363,-2.1117667407695,65.0227718419565,9.58826350590095,-133.867557443712,1.45854120213351E-10,1.6206013357039E-11
