 ,Initials,Slice,BT_x,BT_y,BB_x,BB_y,CB_x,CB_y,LEB_x,LEB_y,LER_x,LER_y,LEF_x,LEF_y,REB_x,REB_y,RER_x,RER_y,REF_x,REF_y
119,JKR,119,462.5,353.5,431.5,329.167,457.833,304.5,-1,-1,-1,-1,-1,-1,410.833,279.167,397.167,275.167,421.833,292.5
120,JKR,120,464.167,347.5,439.833,329.5,459.833,301.5,-1,-1,-1,-1,-1,-1,406.833,279.167,394.833,276.167,419.833,290.5
121,JKR,121,476.167,376.833,447.833,352.167,470.833,326.833,-1,-1,-1,-1,-1,-1,424.5,302.833,410.167,297.5,435.167,315.833
122,JKR,122,459.5,391.833,435.167,364.5,462.5,344.833,-1,-1,-1,-1,-1,-1,434.833,317.167,421.833,309.833,438.5,330.167
123,JKR,123,436.5,414.833,420.833,381.167,446.833,367.5,-1,-1,-1,-1,-1,-1,442.833,340.167,437.5,332.167,439.833,351.5
124,JKR,124,436.833,413.5,422.5,383.167,446.5,367.5,-1,-1,-1,-1,-1,-1,441.5,339.833,437.5,333.833,438.5,351.5
125,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,JKR,126,410.833,220.5,389.167,212.5,399.833,181.833,-1,-1,-1,-1,-1,-1,380.5,181.167,369.833,183.167,386.167,187.5
127,JKR,127,517.167,312.167,492.167,295.167,509.167,267.5,-1,-1,-1,-1,-1,-1,488.833,252.167,476.833,250.833,493.167,262.833
128,JKR,128,566.5,324.167,530.167,300.833,555.833,277.167,-1,-1,-1,-1,-1,-1,529.5,251.5,514.5,246.833,535.5,264.833
129,JKR,129,551.167,353.833,530.833,323.5,554.833,303.5,-1,-1,-1,-1,-1,-1,544.833,272.833,537.833,265.167,544.5,286.167
130,JKR,130,626.167,345.833,595.833,317.833,622.167,298.167,-1,-1,-1,-1,-1,-1,597.167,267.833,585.833,260.833,601.5,282.167
131,JKR,131,633.833,339.167,601.833,314.5,626.833,290.5,-1,-1,-1,-1,-1,-1,588.167,260.167,573.833,254.833,598.167,274.5
132,JKR,132,623.833,324.833,587.833,300.5,615.167,276.5,-1,-1,-1,-1,-1,-1,570.833,247.167,553.833,243.167,582.167,261.833
133,JKR,133,549.833,326.5,512.5,303.167,540.833,277.833,-1,-1,-1,-1,-1,-1,496.167,249.167,479.5,245.5,508.833,264.5
134,JKR,134,546.167,320.833,507.833,297.833,535.167,272.5,-1,-1,-1,-1,-1,-1,490.833,244.167,474.167,240.5,502.5,260.5
135,JKR,135,546.833,318.833,508.5,295.5,535.833,270.167,-1,-1,-1,-1,-1,-1,491.833,242.833,474.833,238.833,503.833,257.167
136,JKR,136,545.5,318.5,508.167,295.167,534.5,268.833,-1,-1,-1,-1,-1,-1,491.5,241.833,474.167,238.167,503.5,254.833
137,JKR,137,543.833,314.167,505.833,290.833,533.167,265.5,-1,-1,-1,-1,-1,-1,489.5,238.167,472.833,233.5,501.5,252.167
138,JKR,138,556.833,234.167,518.167,235.833,518.167,205.5,-1,-1,-1,-1,-1,-1,476.5,198.833,459.833,204.167,497.5,205.5
139,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,JKR,141,532.5,299.5,502.833,274.5,522.167,244.5,-1,-1,-1,-1,-1,-1,471.167,223.833,458.167,221.5,484.5,235.833
142,JKR,142,578.5,274.833,538.5,257.833,558.833,226.167,-1,-1,-1,-1,-1,-1,506.833,210.833,489.167,208.833,522.5,220.833
