ID,Initials,Treatment,Slice,Eye.Temp,Eye.Quality,Bill.Temp,Bill.Quality,Xmin,Xmax,Xmean,Ymin,Ymax,Ymean,Blood.Sample,Handling
TZ18,JKR,Control,1,34.107,Good,33.802,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,2,34.091,Good,33.744,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,3,34.075,Good,33.733,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,4,34.08,Good,33.738,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,5,0,0,30.872,Poor Beak,0,0,0,0,0,0,0,0
TZ18,JKR,Control,6,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,7,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,8,0,0,33.658,Good,0,0,0,0,0,0,0,0
TZ18,JKR,Control,9,34.054,Good,33.738,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,10,32.369,Poor Eye,0,0,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,11,0,0,33.449,Good,0,0,0,0,0,0,0,0
TZ18,JKR,Control,12,34.043,Good,33.679,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,13,34.054,Good,33.765,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,14,34.166,Good,33.754,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,15,34.171,Good,33.819,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,16,34.198,Good,33.835,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,17,34.192,Good,33.786,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,18,34.208,Good,33.781,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,19,34.331,Poor Eye,33.69,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,20,34.038,Poor Eye,33.411,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,21,34.171,Poor Eye,33.497,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,22,34.192,Poor Eye,33.529,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,23,34.198,Poor Eye,33.556,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,24,34.325,Poor Eye,33.567,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,25,34.112,Poor Eye,33.883,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,26,0,0,33.824,Good,0,0,0,0,0,0,0,0
TZ18,JKR,Control,27,0,0,33.84,Good,0,0,0,0,0,0,0,0
TZ18,JKR,Control,28,0,0,33.433,Good,0,0,0,0,0,0,0,0
TZ18,JKR,Control,29,0,0,33.583,Good,0,0,0,0,0,0,0,0
TZ18,JKR,Control,30,0,0,33.615,Good,0,0,0,0,0,0,0,0
TZ18,JKR,Control,31,0,0,33.583,Good,0,0,0,0,0,0,0,0
TZ18,JKR,Control,32,0,0,33.535,Good,0,0,0,0,0,0,0,0
TZ18,JKR,Control,33,0,0,33.636,Good,0,0,0,0,0,0,0,0
TZ18,JKR,Control,34,0,0,33.588,Good,0,0,0,0,0,0,0,0
TZ18,JKR,Control,35,0,0,33.578,Good,0,0,0,0,0,0,0,0
TZ18,JKR,Control,36,0,0,33.626,Good,0,0,0,0,0,0,0,0
TZ18,JKR,Control,37,34.373,Poor Eye,33.626,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,38,34.363,Poor Eye,33.545,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,39,34.299,Poor Eye,33.717,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,40,34.341,Poor Eye,33.717,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,41,34.304,Poor Eye,33.588,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,42,34.325,Poor Eye,33.685,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,43,34.347,Poor Eye,33.765,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,44,34.416,Poor Eye,33.717,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,45,34.453,Poor Eye,33.728,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,46,34.458,Poor Eye,33.781,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,47,34.48,Poor Eye,33.76,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,48,34.421,Poor Eye,33.711,Good,295,366,330.5,198,262,230,0,0
TZ18,JKR,Control,49,34.544,Poor Eye,33.861,Good,307,378,342.5,206,270,238,0,0
TZ18,JKR,Control,50,34.512,Poor Eye,33.872,Good,307,378,342.5,206,270,238,0,0
TZ18,JKR,Control,51,34.559,Poor Eye,33.808,Good,307,378,342.5,206,270,238,0,0
TZ18,JKR,Control,52,33.002,Poor Eye,34.118,Good,307,378,342.5,206,270,238,0,0
TZ18,JKR,Control,53,0,0,25.366,Poor Beak,0,0,0,0,0,0,0,0
TZ18,JKR,Control,54,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,55,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,56,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,57,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,58,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,59,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,60,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,61,0,0,35.063,Poor Beak,0,0,0,0,0,0,0,0
TZ18,JKR,Control,62,0,0,33.185,Good,0,0,0,0,0,0,0,0
TZ18,JKR,Control,63,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,64,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,65,34.416,Good,0,0,236,307,271.5,94,158,126,0,0
TZ18,JKR,Control,66,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,67,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,68,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,69,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,70,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,71,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,72,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,73,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,74,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,75,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,76,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,77,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,78,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,79,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,80,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,81,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,82,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,83,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,84,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,85,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,86,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,87,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,88,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,89,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,90,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,91,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,92,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,93,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,94,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,95,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,96,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,97,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,98,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,99,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,100,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,101,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,102,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,103,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,104,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,105,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,106,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,107,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,108,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,109,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,110,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,111,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,112,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,113,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,114,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,115,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,116,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,117,0,0,0,0,0,0,0,0,0,0,0,0
TZ18,JKR,Control,118,0,0,0,0,0,0,0,0,0,0,0,0
