 ,Initials,Slice,BT_x,BT_y,BB_x,BB_y,CB_x,CB_y,LEB_x,LEB_y,LER_x,LER_y,LEF_x,LEF_y,REB_x,REB_y,RER_x,RER_y,REF_x,REF_y
54,JKR,54,621,320.5,586,314.5,593,275,-1,-1,-1,-1,-1,-1,555,273,540,274.5,567,278.5
55,JKR,55,619,318,583,312.5,589.5,273,-1,-1,-1,-1,-1,-1,553,269.5,537,274.5,566,278
56,JKR,56,616.5,317,579,312.5,587.5,271,-1,-1,-1,-1,-1,-1,552.5,269,534.5,273,566,276.5
57,JKR,57,615,317.5,580.5,311.5,589,271.5,-1,-1,-1,-1,-1,-1,553,268.5,535.5,273,566,275.5
58,JKR,58,617.5,318.5,579.5,312.5,589.5,271,-1,-1,-1,-1,-1,-1,553,269.5,536.5,273.5,566,275
59,JKR,59,622,315.5,584.5,311.5,592.5,271,-1,-1,-1,-1,-1,-1,556,269.5,540,273.5,569,274.5
60,JKR,60,624,316,587.5,312,594.5,271.5,-1,-1,-1,-1,-1,-1,557.5,269.5,541,274.5,570.5,276.5
61,JKR,61,623,317,587.5,312,593,271,-1,-1,-1,-1,-1,-1,557.5,269,541.5,274,570,275.5
62,JKR,62,622,317.5,585,312,593,273,-1,-1,-1,-1,-1,-1,557,269.5,541,274,569,276
63,JKR,63,623,318,584.5,313.5,593,272,-1,-1,-1,-1,-1,-1,556,271,539.5,274,570,277
64,JKR,64,623.5,326.5,584.5,319,594.5,278,-1,-1,-1,-1,-1,-1,557.5,273,541.5,276,570.5,280
65,JKR,65,625.5,327.5,586.5,320,597,278.5,-1,-1,-1,-1,-1,-1,557,275,539,278,572,282.5
66,JKR,66,626,328,588,321,598.5,280.5,-1,-1,-1,-1,-1,-1,557.5,275,541,279,571.5,283
67,JKR,67,626.5,333,586,324.5,598,283,-1,-1,-1,-1,-1,-1,558,275,541,276.5,571.5,282.5
68,JKR,68,622.5,335.5,584.5,325,597,283.5,-1,-1,-1,-1,-1,-1,560,277.5,544.5,278.5,571.5,284
69,JKR,69,623.5,338.5,587,328,600,288.5,-1,-1,-1,-1,-1,-1,564.5,279.5,549,281,576,289
70,JKR,70,621.5,343,586,332,600,292.5,-1,-1,-1,-1,-1,-1,566.5,282.5,550,283,576,291.5
71,JKR,71,621.5,340.5,586,330,598.5,290.5,-1,-1,-1,-1,-1,-1,567.5,282.5,551,284,578.5,292
72,JKR,72,617.5,331.5,585.5,324.5,596,285,-1,-1,-1,-1,-1,-1,566.5,282,550.5,284,574.5,289
73,JKR,73,612,318.5,588,313,592,277,-1,-1,-1,-1,-1,-1,565,283.5,550,287,574,289
74,JKR,74,627,340.5,589.5,332.5,602,290,-1,-1,-1,-1,-1,-1,563.5,287,546,290,576.5,296.5
75,JKR,75,631.5,325,594.5,321,605.5,282.5,-1,-1,-1,-1,-1,-1,561,286,544,289.5,575,292
76,JKR,76,629.5,327,592,321,605,283.5,-1,-1,-1,-1,-1,-1,561.5,286.5,543,288.5,574.5,292
77,JKR,77,630,325.5,591.5,319.5,603.5,280.5,-1,-1,-1,-1,-1,-1,558,282,539.5,285.5,573,289
78,JKR,78,637.5,326,595.5,320,603,278,-1,-1,-1,-1,-1,-1,554.5,273.5,536,279,572.5,282.5
79,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
